"seqnames","start","end","width","strand","exo_signal","endo_signal","enrichment","pvalue","binding_type","binding_type_by_peaks","significant","cpg_score","cpg_name","cpg_length","region_length","region_start","region_end","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr4",48279256,48280058,803,"*",70.7380997584148,41.2003163513228,1.71693098555889,0.1,"both","both","False","CpG:",953,802,2733,48278023,48280756,"Promoter (<=1kb)",4,48279760,48309202,29443,1,"16348","ENSMUST00000156602.1",0,"ENSMUSG00000028344","Invs","inversin"
"chr4",48472917,48473545,629,"*",18.0083905415452,16.0543831604334,1.12171176940186,0.7,"both","both","False","CpG:",954,628,2680,48471171,48473851,"Promoter (<=1kb)",4,48430858,48473459,42602,2,"269536","ENSMUST00000030030.14",0,"ENSMUSG00000028345","Tex10","testis expressed gene 10"
"chr4",48539926,48540333,408,"*",14.5876996342039,19.5470060505331,0.746288183289639,1,"both","endo_only","False","CpG:",955,407,3739,48539373,48543112,"Promoter (<=1kb)",4,48539935,48561918,21984,1,"66665","ENSMUST00000061135.7",0,"ENSMUSG00000039693","Msantd3","Myb/SANT-like DNA-binding domain containing 3"
"chr4",48584870,48585924,1055,"*",41.7200435788589,31.4043156426154,1.32848122065889,0.4,"both","both","False","CpG:",955,1054,2714,48584215,48586929,"Promoter (<=1kb)",4,48585174,48663131,77958,1,"230157","ENSMUST00000030032.12",0,"ENSMUSG00000028347","Tmeff1","transmembrane protein with EGF-like and two follistatin-like domains 1"
"chr4",49059222,49059927,706,"*",14.0333288971458,4.13041885908125,3.39755588377961,0.1,"both","exo_only","False","CpG:",959,705,2411,49057949,49060360,"Promoter (<=1kb)",4,49059273,49208600,149328,1,"272031","ENSMUST00000137884.1",0,"ENSMUSG00000063446","Plppr1","phospholipid phosphatase related 1"
"chr4",49521030,49521279,250,"*",81.2911056190164,26.6152510097407,3.05430542771381,0.1,"both","both","False","CpG:",962,249,2619,49520453,49523072,"Promoter (<=1kb)",4,49521176,49531517,10342,1,"230162","ENSMUST00000042964.12",0,"ENSMUSG00000039634","Zfp189","zinc finger protein 189"
"chr4",49596861,49597835,975,"*",28.234280108381,13.6795096107609,2.06398335260283,0.2,"both","exo_only","False","CpG:",963,974,2172,49596880,49599052,"Promoter (<=1kb)",4,49586766,49597470,10705,2,"67063","ENSMUST00000150664.1",0,"ENSMUSG00000039611","Pgap4","post-GPI attachment to proteins GalNAc transferase 4"
"chr4",49631849,49632463,615,"*",98.7547003368162,57.2342810433174,1.72544668224406,0.1,"both","both","False","CpG:",963,614,2067,49630617,49632684,"Promoter (<=1kb)",4,49632006,49638702,6697,1,"109331","ENSMUST00000140341.7",0,"ENSMUSG00000028309","Rnf20","ring finger protein 20"
"chr4",49844690,49845920,1231,"*",28.1817064692456,9.28052892036037,3.03664874179943,0.2,"both","exo_only","False","CpG:",965,1230,3199,49843694,49846893,"Promoter (<=1kb)",4,49661611,49845549,183939,2,"242443","ENSMUST00000076674.3",0,"ENSMUSG00000039579","Grin3a","glutamate receptor ionotropic, NMDA3A"
"chr4",52438898,52439450,553,"*",41.3030379636234,43.6004150417863,0.947308366767584,1,"both","both","False","CpG:",985,552,2696,52437317,52440013,"Promoter (<=1kb)",4,52439243,52488260,49018,1,"14211","ENSMUST00000102915.9",0,"ENSMUSG00000028312","Smc2","structural maintenance of chromosomes 2"
"chr4",53011803,53012331,529,"*",50.9996390712476,54.2547307022266,0.940003542753823,1,"both","both","False","CpG:",989,528,2649,53010299,53012948,"Promoter (<=1kb)",4,53011880,53022060,10181,1,"66536","ENSMUST00000015391.9",0,"ENSMUSG00000015247","Nipsnap3b","nipsnap homolog 3B"
"chr4",53159785,53160188,404,"*",23.9471996263529,19.8369013517594,1.20720465367586,0.7,"both","both","False","CpG:",990,403,5253,53157993,53163246,"Promoter (<=1kb)",4,53030787,53159895,129109,2,"11303","ENSMUST00000030010.3",0,"ENSMUSG00000015243","Abca1","ATP-binding cassette, sub-family A member 1"
"chr4",53440003,53441019,1017,"*",17.1576889257221,11.5412689847947,1.48663799001019,0.4,"both","endo_only","False","CpG:",992,1016,4249,53438339,53442588,"Promoter (<=1kb)",4,53440413,53550200,109788,1,"100434","ENSMUST00000107646.8",0,"ENSMUSG00000028412","Slc44a1","solute carrier family 44, member 1"
"chr4",53631316,53631968,653,"*",39.2288120805284,19.7021094101921,1.99109705787315,0.4,"both","both","False","CpG:",994,652,1490,53630743,53632233,"Promoter (<=1kb)",4,53631471,53707009,75539,1,"319636","ENSMUST00000132151.7",0,"ENSMUSG00000054752","Fsd1l","fibronectin type III and SPRY domain containing 1-like"
"chr4",53714091,53714630,540,"*",35.2119757942608,14.9656156515632,2.35285848668596,0.1,"both","both","False","CpG:",994,539,2906,53713268,53716174,"Promoter (<=1kb)",4,53714163,53762787,48625,1,"246179","ENSMUST00000107638.3",0,"ENSMUSG00000028414","Fktn","fukutin"
"chr4",53779616,53779874,259,"*",25.5383466642625,8.74158149912516,2.92147898716249,0.2,"both","exo_only","False","CpG:",995,258,3301,53777582,53780883,"Promoter (<=1kb)",4,53779705,53788712,9008,1,"21350","ENSMUST00000030124.3",0,"ENSMUSG00000028417","Tal2","T cell acute lymphocytic leukemia 2"
"chr4",53826002,53826330,329,"*",39.3289560793606,24.7049517544155,1.59194628147093,0.7,"both","both","False","CpG:",995,328,1428,53825628,53827056,"Promoter (<=1kb)",4,53826045,53862019,35975,1,"52076","ENSMUST00000030127.12",0,"ENSMUSG00000028420","Tmem38b","transmembrane protein 38B"
"chr4",54945037,54945439,403,"*",22.2461359053995,16.941588827345,1.31310800492882,0.4,"both","both","False","CpG:",1004,402,4469,54944407,54948876,"Promoter (<=1kb)",4,54945048,55008314,63267,1,"242466","ENSMUST00000133895.7",0,"ENSMUSG00000060206","Zfp462","zinc finger protein 462"
"chr4",55349617,55350776,1160,"*",40.8888543605804,44.5287992286636,0.918256388424234,1,"both","both","False","CpG:",1007,1159,3445,55347588,55351033,"Promoter (<=1kb)",4,55350043,55392237,42195,1,"19359","ENSMUST00000030134.8",0,"ENSMUSG00000028426","Rad23b","RAD23 homolog B, nucleotide excision repair protein"
"chr4",55480373,55480669,297,"*",25.992940627857,9.58021169758051,2.71319063172911,0.333333333333333,"both","exo_only","False","CpG:",1008,296,1071,55480417,55481488,"Distal Intergenic",4,55530603,55531770,1168,2,"16600","ENSMUST00000129250.1",51101,"ENSMUSG00000003032","Klf4","Kruppel-like transcription factor 4 (gut)"
"chr4",55514807,55515178,372,"*",15.1224591700998,9.9491673684154,1.51997233638943,0.7,"both","both","False","CpG:",1008,371,2587,55513753,55516340,"Distal Intergenic",4,55530603,55531770,1168,2,"16600","ENSMUST00000129250.1",16592,"ENSMUSG00000003032","Klf4","Kruppel-like transcription factor 4 (gut)"
"chr4",55530171,55533292,3122,"*",17.0572929124364,24.7443741825906,0.689340243021277,0.7,"both","both","False","CpG:",1008,3121,6137,55528982,55535119,"Promoter (<=1kb)",4,55527143,55532466,5324,2,"16600","ENSMUST00000107619.2",0,"ENSMUSG00000003032","Klf4","Kruppel-like transcription factor 4 (gut)"
"chr4",55651120,55651739,620,"*",43.3432685419392,38.8754875144627,1.11492540192105,1,"both","both","False","CpG:",1009,619,5242,55648501,55653743,"Distal Intergenic",4,55527143,55532466,5324,2,"16600","ENSMUST00000107619.2",-118654,"ENSMUSG00000003032","Klf4","Kruppel-like transcription factor 4 (gut)"
"chr4",56740665,56740940,276,"*",20.9346014329757,8.07647865780424,2.5920456575152,0.1,"both","endo_only","False","CpG:",1017,275,1769,56739410,56741179,"Promoter (<=1kb)",4,56740005,56741443,1439,2,"11471","ENSMUST00000095080.4",503,"ENSMUSG00000070980","Actl7b","actin-like 7b"
"chr4",56801922,56802802,881,"*",42.0117214232772,28.3859754909951,1.48001682861329,0.7,"both","both","False","CpG:",1018,880,1893,56801808,56803701,"Promoter (<=1kb)",4,56749680,56802331,52652,2,"230233","ENSMUST00000030140.2",0,"ENSMUSG00000028431","Elp1","elongator complex protein 1"
"chr4",56864599,56865514,916,"*",28.9101267996337,14.6071844140731,1.97917175412536,0.1,"both","both","False","CpG:",1018,915,4715,56862773,56867488,"Promoter (<=1kb)",4,56810935,56865188,54254,2,"54366","ENSMUST00000045142.14",0,"ENSMUSG00000038816","Ctnnal1","catenin alpha like 1"
"chr4",56946691,56947530,840,"*",24.7146586868228,17.9810725675148,1.374481894449,1,"both","both","False","CpG:",1019,839,4900,56943810,56948710,"Promoter (<=1kb)",4,56866923,56947437,80515,2,"242474","ENSMUST00000068792.12",0,"ENSMUSG00000055296","Tmem245","transmembrane protein 245"
"chr4",57141905,57142146,242,"*",15.0543067202507,22.7173123615787,0.662679919201696,0.7,"both","exo_only","False","CpG:",1020,241,4785,57138977,57143762,"Promoter (1-2kb)",4,56991972,57143437,151466,2,"54357","ENSMUST00000095076.9",1291,"ENSMUSG00000028434","Epb41l4b","erythrocyte membrane protein band 4.1 like 4b"
"chr4",57142826,57143840,1015,"*",15.0543067202507,22.7173123615787,0.662679919201696,0.7,"both","endo_only","False","CpG:",1020,1014,4785,57138977,57143762,"Promoter (<=1kb)",4,56991972,57143437,151466,2,"54357","ENSMUST00000095076.9",0,"ENSMUSG00000028434","Epb41l4b","erythrocyte membrane protein band 4.1 like 4b"
"chr4",57433887,57434728,842,"*",37.5220425777539,12.3668388766445,3.03408518151041,0.1,"both","both","False","CpG:",1023,841,2703,57433870,57436573,"Promoter (<=1kb)",4,57434247,57712016,277770,1,"242481","ENSMUST00000102905.7",0,NA,NA,NA
"chr4",57567839,57568287,449,"*",24.2428730551684,15.2771610413232,1.58687029544258,0.2,"both","both","False","CpG:",1024,448,5971,57565802,57571773,"Promoter (<=1kb)",4,57568159,57711802,143644,1,"242481","ENSMUST00000102904.9",0,NA,NA,NA
"chr4",57782104,57782377,274,"*",16.3204817462366,11.2446663716947,1.45139759658134,0.7,"both","exo_only","False","CpG:",1025,273,3009,57781395,57784404,"Promoter (<=1kb)",4,57782180,57855202,73023,1,"11641","ENSMUST00000124581.1",0,NA,NA,NA
"chr4",57955626,57956636,1011,"*",47.5210877050777,44.1987509895058,1.07516811315235,0.7,"both","both","False","CpG:",1027,1010,7308,57952726,57960034,"Promoter (<=1kb)",4,57943373,57956411,13039,2,"22166","ENSMUST00000030051.5",0,"ENSMUSG00000028367","Txn1","thioredoxin 1"
"chr4",58205842,58206499,658,"*",18.1473691965932,18.8613885497827,0.962143860654533,0.7,"both","both","False","CpG:",1029,657,3331,58204696,58208027,"Promoter (<=1kb)",4,58042442,58206596,164155,2,"64817","ENSMUST00000042850.8",97,"ENSMUSG00000028369","Svep1","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
"chr4",58552973,58553456,484,"*",17.0630436914597,16.4683978954337,1.03610829661766,1,"both","both","False","CpG:",1031,483,2588,58552310,58554898,"Promoter (<=1kb)",4,58435255,58553311,118057,2,"14745","ENSMUST00000107571.7",0,"ENSMUSG00000038668","Lpar1","lysophosphatidic acid receptor 1"
"chr4",58911438,58912955,1518,"*",27.8640394674373,12.5620735602793,2.21810828711768,0.1,"both","both","False","CpG:",1034,1517,3938,58910015,58913953,"Promoter (<=1kb)",4,58798911,58912749,113839,2,"230249","ENSMUST00000102889.9",0,"ENSMUSG00000050812","Ecpas","Ecm29 proteasome adaptor and scaffold"
"chr4",58943527,58943818,292,"*",24.6083075475404,21.8386318064433,1.12682459989457,0.7,"both","both","False","CpG:",1034,291,2644,58942364,58945008,"Promoter (<=1kb)",4,58943628,58958355,14728,1,"100041581","ENSMUST00000107554.1",0,"ENSMUSG00000038630","Zkscan16","zinc finger with KRAB and SCAN domains 16"
"chr4",59002877,59003573,697,"*",22.355224085119,15.2117274125417,1.46960456750544,0.4,"both","both","False","CpG:",1035,696,2400,59002674,59005074,"Promoter (<=1kb)",4,59003210,59041888,38679,1,"14700","ENSMUST00000174664.1",0,"ENSMUSG00000038607","Gng10","guanine nucleotide binding protein (G protein), gamma 10"
"chr4",59035062,59035597,536,"*",37.2599135704219,16.0493111789102,2.32158957821092,0.7,"both","both","False","CpG:",1035,535,2713,59034502,59037215,"Promoter (<=1kb)",4,59035088,59041903,6816,1,"14700","ENSMUST00000041160.12",0,"ENSMUSG00000038607","Gng10","guanine nucleotide binding protein (G protein), gamma 10"
"chr4",59189067,59189943,877,"*",20.6455051732539,9.73031325919094,2.12177189195351,0.1,"both","both","False","CpG:",1036,876,3276,59187701,59190977,"Promoter (<=1kb)",4,59189257,59222833,33577,1,"22234","ENSMUST00000030074.7",0,"ENSMUSG00000028381","Ugcg","UDP-glucose ceramide glucosyltransferase"
"chr4",59437946,59438525,580,"*",13.9066991918673,17.0364517131868,0.816290823112129,0.4,"both","exo_only","False","CpG:",1038,579,3189,59435826,59439015,"Promoter (<=1kb)",4,59314683,59438633,123951,2,"634731","ENSMUST00000040166.13",108,"ENSMUSG00000038578","Susd1","sushi domain containing 1"
"chr4",59548495,59549829,1335,"*",29.3542354067456,18.4253151324513,1.59314699345608,0.4,"both","both","False","CpG:",1039,1334,3566,59546638,59550204,"Promoter (<=1kb)",4,59471868,59549364,77497,2,"230257","ENSMUST00000030076.11",0,"ENSMUSG00000028382","Ptbp3","polypyrimidine tract binding protein 3"
"chr4",59581259,59582026,768,"*",35.0110567103063,27.8713263510443,1.25616758489839,0.2,"both","both","False","CpG:",1039,767,3533,59579262,59582795,"Promoter (<=1kb)",4,59581563,59618689,37127,1,"72479","ENSMUST00000030078.11",0,"ENSMUSG00000028383","Hsdl2","hydroxysteroid dehydrogenase like 2"
"chr4",59625909,59626857,949,"*",29.550293535134,26.5041022650513,1.1149328220824,0.7,"both","both","False","CpG:",1039,948,1420,59625525,59626945,"Promoter (<=1kb)",4,59626211,59761439,135229,1,"230259","ENSMUST00000070150.10",0,"ENSMUSG00000045071","E130308A19Rik","RIKEN cDNA E130308A19 gene"
"chr4",59783410,59784041,632,"*",39.7422076994419,23.6576745166199,1.67988648552597,0.4,"both","both","False","CpG:",1041,631,2646,59782746,59785392,"Promoter (<=1kb)",4,59769637,59783866,14230,2,"66209","ENSMUST00000095063.10",0,"ENSMUSG00000038544","Inip","INTS3 and NABP interacting protein"
"chr4",59805711,59806548,838,"*",44.1504544891573,25.421624670329,1.73672828002561,0.2,"both","both","False","CpG:",1041,837,3482,59804405,59807887,"Promoter (<=1kb)",4,59805840,59904737,98898,1,"209131","ENSMUST00000030080.6",0,"ENSMUSG00000028385","Snx30","sorting nexin family member 30"
"chr4",62208319,62208792,474,"*",38.4016930752656,11.0356157518554,3.47979613813658,0.1,"both","both","False","CpG:",1059,473,3865,62207227,62211092,"Promoter (<=1kb)",4,62189540,62208446,18907,2,"22696","ENSMUST00000068822.3",0,"ENSMUSG00000028389","Zfp37","zinc finger protein 37"
"chr4",62286291,62286719,429,"*",22.1168156246695,6.82892316863968,3.2386973873474,0.1,"both","both","False","CpG:",1060,428,3573,62284613,62288186,"Promoter (<=1kb)",4,62286449,62298411,11963,1,"20530","ENSMUST00000084530.8",0,"ENSMUSG00000066152","Slc31a2","solute carrier family 31, member 2"
"chr4",62360201,62360786,586,"*",29.3881999385723,40.9093786936234,0.71837316715722,0.2,"both","both","False","CpG:",1060,585,3593,62359414,62363007,"Promoter (<=1kb)",4,62360727,62391769,31043,1,"20529","ENSMUST00000084526.11",0,"ENSMUSG00000066150","Slc31a1","solute carrier family 31, member 1"
"chr4",62408671,62408990,320,"*",43.590051965108,34.6275200698546,1.25882684862136,0.7,"both","both","False","CpG:",1061,319,3381,62406227,62409608,"Promoter (<=1kb)",4,62408797,62426990,18194,1,"70052","ENSMUST00000084524.3",0,"ENSMUSG00000066148","Prpf4","pre-mRNA processing factor 4"
"chr4",62470753,62471016,264,"*",11.8615446952841,30.7123791471699,0.386213801231258,0.2,"both","both","False","CpG:",1061,263,1674,62470142,62471816,"Promoter (<=1kb)",4,62452632,62470887,18256,2,"71354","ENSMUST00000120095.7",0,"ENSMUSG00000028391","Wdr31","WD repeat domain 31"
"chr4",62502032,62502311,280,"*",32.6873467329969,22.6371132084628,1.44397151845213,0.4,"both","both","False","CpG:",1061,279,4501,62498956,62503457,"Promoter (<=1kb)",4,62499008,62502276,3269,2,"72748","ENSMUST00000037820.2",0,"ENSMUSG00000038422","Hdhd3","haloacid dehalogenase-like hydrolase domain containing 3"
"chr4",62519594,62520176,583,"*",31.6712810522958,24.4661108633387,1.29449593477293,0.4,"both","both","False","CpG:",1061,582,7634,62514837,62522471,"Promoter (<=1kb)",4,62509169,62519881,10713,2,"17025","ENSMUST00000137448.1",0,"ENSMUSG00000028393","Alad","aminolevulinate, delta-, dehydratase"
"chr4",62524695,62525573,879,"*",44.3888165981485,26.2567269419851,1.69056930424826,0.1,"both","both","False","CpG:",1062,878,3416,62523491,62526907,"Promoter (<=1kb)",4,62525369,62547993,22625,1,"214106","ENSMUST00000062145.1",0,"ENSMUSG00000058046","4933430I17Rik","RIKEN cDNA 4933430I17 gene"
"chr4",62583387,62583685,299,"*",42.6990853571859,31.8825525201412,1.33926182134293,0.4,"both","both","False","CpG:",1062,298,5374,62581604,62586978,"Promoter (<=1kb)",4,62583601,62657439,73839,1,"50780","ENSMUST00000098031.9",0,"ENSMUSG00000059810","Rgs3","regulator of G-protein signaling 3"
"chr4",63213962,63216015,2054,"*",17.908733938418,7.33399598109038,2.44187943170313,0.2,"both","both","False","CpG:",1067,2053,5649,63213123,63218772,"Promoter (<=1kb)",4,63214004,63292831,78828,1,"373864","ENSMUST00000125504.7",0,"ENSMUSG00000045672","Col27a1","collagen, type XXVII, alpha 1"
"chr4",63410376,63410808,433,"*",44.9216201803354,34.9892506150138,1.28386917098075,0.7,"both","both","False","CpG:",1068,432,8441,63406120,63414561,"Distal Intergenic",4,63367125,63403354,36230,2,"100182","ENSMUST00000035724.4",-7022,"ENSMUSG00000039158","Akna","AT-hook transcription factor"
"chr4",63494624,63496133,1510,"*",22.7142126980258,6.87490073202498,3.30393318876845,0.1,"both","exo_only","False","CpG:",1069,1509,4327,63492825,63497152,"Promoter (<=1kb)",4,63414910,63495951,81042,2,"73750","ENSMUST00000063650.9",0,"ENSMUSG00000039137","Whrn","whirlin"
"chr4",63544771,63545365,595,"*",26.3140476551731,23.9536141784663,1.09854185089233,1,"both","both","False","CpG:",1069,594,3277,63543609,63546886,"Promoter (<=1kb)",4,63544772,63550750,5979,1,"66290","ENSMUST00000035301.6",0,"ENSMUSG00000039105","Atp6v1g1","ATPase, H+ transporting, lysosomal V1 subunit G1"
"chr4",63558441,63558995,555,"*",15.0667067347163,6.34642662264692,2.37404568437795,0.1,"both","both","False","CpG:",1069,554,8071,63553475,63561546,"Promoter (<=1kb)",4,63558781,63586357,27577,1,"230279","ENSMUST00000077709.10",0,"ENSMUSG00000045917","Tmem268","transmembrane protein 268"
"chr4",64017529,64017827,299,"*",2.82823293332814,13.811027779944,0.204780772176508,0.2,"both","endo_only","False","CpG:",1073,298,623,64017506,64018129,"Promoter (2-3kb)",4,63959785,64020725,60941,2,"21923","ENSMUST00000030056.11",2898,"ENSMUSG00000028364","Tnc","tenascin C"
"chr4",65124446,65124914,469,"*",11.989098925073,0.0823882186491087,145.519579396837,0.333333333333333,"both","exo_only","False","CpG:",1081,468,1726,65124551,65126277,"Promoter (<=1kb)",4,65124174,65357509,233336,1,"18491","ENSMUST00000084501.3",272,"ENSMUSG00000028370","Pappa","pregnancy-associated plasma protein A"
"chr4",65604887,65605207,321,"*",33.3703139302151,27.6164928499265,1.20834727680868,1,"both","both","False","CpG:",1085,320,2145,65603616,65605761,"Promoter (<=1kb)",4,65604986,65616238,11253,1,"69807","ENSMUST00000050850.13",0,"ENSMUSG00000051675","Trim32","tripartite motif-containing 32"
"chr4",66403653,66404185,533,"*",19.0459708735754,1.53288216037567,12.4249413072351,0.5,"exo_only","exo_only","False","CpG:",1091,532,902,66403905,66404807,"Promoter (<=1kb)",4,65380803,66404483,1023681,2,"56079","ENSMUST00000084496.2",298,"ENSMUSG00000028373","Astn2","astrotactin 2"
"chr4",70410101,70410673,573,"*",53.0492957671921,38.7796806948154,1.36796628586693,0.2,"both","both","False","CpG:",1122,572,5806,70407945,70413751,"Promoter (<=1kb)",4,70216856,70410443,193588,2,"214444","ENSMUST00000144099.7",0,"ENSMUSG00000039298","Cdk5rap2","CDK5 regulatory subunit associated protein 2"
"chr4",70534251,70535408,1158,"*",47.9762159347069,25.2831835687509,1.89755438844354,0.2,"both","both","False","CpG:",1123,1157,3420,70533504,70536924,"Promoter (<=1kb)",4,70427065,70534928,107864,2,"230316","ENSMUST00000107359.8",0,"ENSMUSG00000039270","Megf9","multiple EGF-like-domains 9"
"chr4",72199645,72201675,2031,"*",54.1390823946449,44.0770754909981,1.22828208976119,0.4,"both","both","False","CpG:",1135,2030,3823,72198226,72202049,"Promoter (<=1kb)",4,72117142,72200919,83778,2,"21885","ENSMUST00000074216.13",0,"ENSMUSG00000008305","Tle1","transducin-like enhancer of split 1"
"chr4",73790554,73791142,589,"*",9.84373840214337,17.1397372427999,0.574322596822686,1,"both","endo_only","False","CpG:",1147,588,813,73790299,73791112,"Promoter (<=1kb)",4,73714579,73790602,76024,2,"242505","ENSMUST00000058292.12",0,"ENSMUSG00000043003","Rasef","RAS and EF hand domain containing"
"chr4",74013561,74013962,402,"*",38.0115702116579,19.088762317838,1.99130617159694,0.2,"both","both","False","CpG:",1149,401,2807,74012075,74014882,"Promoter (<=1kb)",4,74013444,74189928,176485,1,"242506","ENSMUST00000084474.5",117,"ENSMUSG00000049122","Frmd3","FERM domain containing 3"
"chr4",74251721,74252438,718,"*",38.3939547504947,23.7997295510736,1.61320970761883,0.4,"both","both","False","CpG:",1151,717,2186,74250930,74253116,"Promoter (<=1kb)",4,74251936,74405860,153925,1,"76804","ENSMUST00000030102.11",0,"ENSMUSG00000028397","Kdm4c","lysine (K)-specific demethylase 4C"
"chr4",75278061,75278398,338,"*",20.8013545605722,27.7838950540178,0.748683887558959,0.4,"both","both","False","CpG:",1159,337,886,75277726,75278612,"Promoter (<=1kb)",4,75277354,75278305,952,2,"66928","ENSMUST00000030103.8",0,"ENSMUSG00000028398","Dmac1","distal membrane arm assembly complex 1"
"chr4",76449343,76450536,1194,"*",8.4259223084216,12.2938677862176,0.685376030956485,1,"both","exo_only","False","CpG:",1168,1193,3365,76448079,76451444,"Promoter (<=1kb)",4,75941238,76449980,508743,2,"19266","ENSMUST00000107289.8",0,"ENSMUSG00000028399","Ptprd","protein tyrosine phosphatase receptor type D"
"chr4",80911185,80911937,753,"*",32.3147467069748,32.7695399057067,0.986121465237518,1,"both","both","False","CpG:",1202,752,3151,80910210,80913361,"Promoter (<=1kb)",4,80910646,80955628,44983,1,"52829","ENSMUST00000055922.3",539,"ENSMUSG00000048706","Lurap1l","leucine rich adaptor protein 1-like"
"chr4",81442266,81442944,679,"*",20.6503362252313,21.5043946975257,0.960284468160702,1,"both","exo_only","False","CpG:",1206,678,2266,81441941,81444207,"Promoter (<=1kb)",4,81278500,81442805,164306,2,"17475","ENSMUST00000107262.7",0,"ENSMUSG00000028402","Mpdz","multiple PDZ domain crumbs cell polarity complex component"
"chr4",82504346,82506555,2210,"*",34.2053152729173,34.4536934100747,0.992790957584688,1,"both","both","False","CpG:",1214,2209,6330,82503787,82510117,"Promoter (<=1kb)",4,82290173,82505308,215136,2,"18028","ENSMUST00000050872.14",0,"ENSMUSG00000008575","Nfib","nuclear factor I/B"
"chr4",82506710,82506941,232,"*",39.8227258222254,40.5242215589003,0.982689470403391,1,"both","both","False","CpG:",1214,231,5380,82504737,82510117,"Promoter (<=1kb)",4,82495984,82505779,9796,2,"18028","ENSMUST00000135024.1",-931,"ENSMUSG00000008575","Nfib","nuclear factor I/B"
"chr4",82513158,82513499,342,"*",20.4713369876791,26.4771045330671,0.773171286992976,0.7,"both","both","False","CpG:",1214,341,5257,82511168,82516425,"Intron (ENSMUST00000139835.1/102635783, intron 1 of 1)",4,82508016,82547292,39277,1,"102635783","ENSMUST00000139835.1",5142,"ENSMUSG00000087413","Gm11266","predicted gene 11266"
"chr4",82859220,82859801,582,"*",15.6275871122897,8.80537029428525,1.77477909389366,0.4,"both","both","False","CpG:",1217,581,3601,82857889,82861490,"Promoter (<=1kb)",4,82798738,82859673,60936,2,"68268","ENSMUST00000030110.14",0,"ENSMUSG00000028403","Zdhhc21","zinc finger, DHHC domain containing 21"
"chr4",83323598,83324336,739,"*",38.1622554994115,28.3421967216981,1.34648192143114,0.7,"both","both","False","CpG:",1220,738,3719,83322020,83325739,"Promoter (<=1kb)",4,83220300,83324255,103956,2,"69863","ENSMUST00000102823.9",0,"ENSMUSG00000038172","Ttc39b","tetratricopeptide repeat domain 39B"
"chr4",83417522,83418164,643,"*",43.7128637372231,41.7757323285302,1.04636977739753,1,"both","both","False","CpG:",1221,642,2499,83416843,83419342,"Promoter (<=1kb)",4,83417724,83453340,35617,1,"77634","ENSMUST00000030206.9",0,"ENSMUSG00000028483","Snapc3","small nuclear RNA activating complex, polypeptide 3"
"chr4",83485658,83486817,1160,"*",17.9485926729828,8.50860089866928,2.10946463310905,0.2,"both","both","False","CpG:",1221,1159,4227,83483258,83487485,"Promoter (<=1kb)",4,83455680,83486459,30780,2,"101739","ENSMUST00000030207.14",0,"ENSMUSG00000028484","Psip1","PC4 and SFRS1 interacting protein 1"
"chr4",83525138,83525623,486,"*",35.4878624750599,30.0936317988776,1.17924824468622,1,"both","both","False","CpG:",1222,485,4015,83522812,83526827,"Promoter (<=1kb)",4,83525545,83864670,339126,1,"320226","ENSMUST00000053414.12",0,"ENSMUSG00000052407","Ccdc171","coiled-coil domain containing 171"
"chr4",84545328,84545724,397,"*",27.8887451493688,9.6956592852962,2.87641555140691,0.4,"both","both","False","CpG:",1230,396,2229,84544621,84546850,"Promoter (<=1kb)",4,84411154,84546290,135137,2,"242509","ENSMUST00000177040.1",566,"ENSMUSG00000028487","Bnc2","basonuclin 2"
"chr4",84674411,84676066,1656,"*",15.559414599228,5.29192052934291,2.94022075973239,0.4,"both","exo_only","False","CpG:",1231,1655,4326,84674028,84678354,"Promoter (<=1kb)",4,84275095,84675034,399940,2,"242509","ENSMUST00000102820.8",0,"ENSMUSG00000028487","Bnc2","basonuclin 2"
"chr4",84884169,84884961,793,"*",25.6140197759101,17.6884216943183,1.44806700216434,0.7,"both","both","False","CpG:",1232,792,2264,84883321,84885585,"Promoter (<=1kb)",4,84884309,85131921,247613,1,"338349","ENSMUST00000047023.12",0,"ENSMUSG00000038070","Cntln","centlein, centrosomal protein"
"chr4",85205260,85206130,871,"*",26.4515960501909,22.174207530143,1.19289927336674,0.7,"both","both","False","CpG:",1235,870,2044,85204273,85206317,"Promoter (<=1kb)",4,85205441,85389380,183940,1,"20404","ENSMUST00000030212.14",0,"ENSMUSG00000028488","Sh3gl2","SH3-domain GRB2-like 2"
"chr4",85514186,85514538,353,"*",16.9552474577061,9.20146314625001,1.84266862652339,0.2,"both","exo_only","False","CpG:",1237,352,3629,85512874,85516503,"Promoter (<=1kb)",4,85514172,86110862,596691,1,"77739","ENSMUST00000213098.1",14,"ENSMUSG00000066113","Adamtsl1","ADAMTS-like 1"
"chr4",86575600,86576070,471,"*",33.7575407945193,25.7446230091977,1.31124626616047,1,"both","both","False","CpG:",1245,470,3731,86574411,86578142,"Promoter (<=1kb)",4,86575668,86577285,1618,1,"68441","ENSMUST00000091064.7",0,"ENSMUSG00000070934","Rraga","Ras-related GTP binding A"
